-Baa	time of. Occurs in yaay-baa (sun-baa) meaning ‘summer’ and dhandarr-aa (frost-aa) meaning ‘winter’.	place of. Occurs in walaay-baa (campplace of) meaning ‘a person’s country or home place’. ♦ Gayaay-baa-ga ngiyani yanaa-waa-nha.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
binggi 	small sharp things.	nail.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
binggi 	small sharp things.	pin.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
binggi 	small sharp things.	pin.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
binggi 	small sharp things.	pin.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
biraman 	brother-in-law (sister’s husband).	brother-in-law (wife’s brother).	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
biraman 	brother-in-law (sister’s husband).	brother-in-law (wife’s brother).	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
biraman 	brother-in-law (sister’s husband).	brother-in-law (wife’s brother).	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
biridja 	flea.	Breeza. Town, 40 km south of Gunnedah.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
biridja 	flea.	Breeza. Town, 40 km south of Gunnedah.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
biridja 	flea.	Breeza. Town, 40 km south of Gunnedah.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
birraa1	whitewood tree (Atalaya hemiglauca)	Birrah 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
birralii	child. ♦ Birralii-cjuul-u nhama giniy gama-y.	baby. ♦ Giirr-nga ngay gulii-yu birralii gaanga-nhi. 	Yuwaalaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
birray	boy	son 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
birraybirraay	Orion’s belt (stars). A group of stars.	boys.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
birraybirraay	Orion’s belt (stars). A group of stars.	boys.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
birraybirraay	Orion’s belt (stars). A group of stars.	boys.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
biyuu2	hole	cave	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
biyuu2	hole	grave	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
budhi	body hair.	pubic hair.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
budhi	body hair.	pubic hair.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
budhi	body hair.	pubic hair.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
bulunbulun	mulga parrot (Psephotus varius)	ringneck parrot	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
bulunbulun	mulga parrot (Psephotus varius)	ringneck parrot	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
bulunbulun	mulga parrot (Psephotus varius)	two stars 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
buluuy	night. ♦ Dhama-yyilaa buluuy-a. 	black. ♦ Buluuy-bala nhama waan.	Yuwaalayaay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
buluuy	night. ♦ Dhama-yyilaa buluuy-a. 	dark. ♦ Ngali buluuy-a yanaa-nhi. 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
buma-ll	hit. ♦ Giirr ngaya bamba buma-y maadhaay.	kill. ♦ Ngaandu gi-yaa-nha nhama buma-li ngandabaa?	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
bumal	hitting thing. Name for anything that is used for hitting something.	hitting stick.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
bumal	hitting thing. Name for anything that is used for hitting something.	hitting stick.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
bumal	hitting thing. Name for anything that is used for hitting something.	hitting stick.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
bumal	hitting thing. Name for anything that is used for hitting something.	hammer. As in binggi bumal-iyaay (nails and/with hammer).	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
bumal	hitting thing. Name for anything that is used for hitting something.	hammer. As in binggi bumal-iyaay (nails and/with hammer).	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
bumal	hitting thing. Name for anything that is used for hitting something.	hammer. As in binggi bumal-iyaay (nails and/with hammer).	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
bundaama-li	knock down. ♦ Maadhaay-u nhama dhiil-u bilaarr bundaama-y.	push down. ♦ Yiiliyanbaa-gu bundaama-y buyabuya-dhuul dhaymaa-ya. 	Yuwaalaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
bundurr	clever man’s bag	spirit holder 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
bungun	arm	wing	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
bungun	arm	wing	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
bungun	arm	wing	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
bungun	arm	branch 	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
burriin	shield, broad shield	cover 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
burriin	shield, broad shield	shame	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
burruwi	earthquake 	echo	Yuwaalayaay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
burruwi	earthquake 	echo	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
burugalaa 	ball, ball game. See also: buugalaa.	testicles, balls.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
burugalaa 	ball, ball game. See also: buugalaa.	testicles, balls.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
burugalaa 	ball, ball game. See also: buugalaa.	testicles, balls.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
buruma 	dog. ♦ Nginda dhii wuu-na buruma-gu! 	Boorooma. Location where the Big Warrambool enters the main river on the Walgett-Brewarrina road.	Gamilaraay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
buruma 	dog. ♦ Nginda dhii wuu-na buruma-gu! 	Boorooma. Location where the Big Warrambool enters the main river on the Walgett-Brewarrina road.	Gamilaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
buruma 	dog. ♦ Nginda dhii wuu-na buruma-gu! 	Boorooma. Location where the Big Warrambool enters the main river on the Walgett-Brewarrina road.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
buu2	base. Name for the bottom or base of objects.	bucket base.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
buu2	base. Name for the bottom or base of objects.	bucket base.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
buu2	base. Name for the bottom or base of objects.	bucket base.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
buubl-ll	blow. ♦ Buubi-la nhama dhuul 	smoke tobacco. ♦ Garriya buubi-la!	Yuwaalayaay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
Buudhaa	women’s social section	meeting	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
buugalaa	ball, ball game. Langloh-Parker described the game as follows: all of one dhii (totem), both men and women, are partners. The ball, made of sewn-up kangaroo skin, is thrown in the air; whoever catches it goes with their side into the middle, the other circling round. The ball is again thrown in the air, and if one of the circle outside the centre ring catches it, then all his side goes into the middle, the others circling round, and so on. The totem keeping it longest wins.	testicles, balls.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
buugalaa	ball, ball game. Langloh-Parker described the game as follows: all of one dhii (totem), both men and women, are partners. The ball, made of sewn-up kangaroo skin, is thrown in the air; whoever catches it goes with their side into the middle, the other circling round. The ball is again thrown in the air, and if one of the circle outside the centre ring catches it, then all his side goes into the middle, the others circling round, and so on. The totem keeping it longest wins.	testicles, balls.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
buugalaa	ball, ball game. Langloh-Parker described the game as follows: all of one dhii (totem), both men and women, are partners. The ball, made of sewn-up kangaroo skin, is thrown in the air; whoever catches it goes with their side into the middle, the other circling round. The ball is again thrown in the air, and if one of the circle outside the centre ring catches it, then all his side goes into the middle, the others circling round, and so on. The totem keeping it longest wins.	testicles, balls.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
buurr	string, rope	fishing line	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
buurr	string, rope	fishing line	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
buurr	string, rope	fishing line	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
buurr	string, rope	hair-string belt 	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
buurra	initiation ceremony, bora. Fred Reece said that the boras were secret; 'You don’t say what you saw there, I never seen it, but I heard them singing the songs before going away, they go away for a month or two, they are supposed to be a man then, they learn the secrets.’	bora ground, initiation ground. It is said that it is a large ring, around 25 m in diameter. Possible source of English word ‘bora’. Based on buurr (belts used in ceremony).	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
buurra	initiation ceremony, bora. Fred Reece said that the boras were secret; 'You don’t say what you saw there, I never seen it, but I heard them singing the songs before going away, they go away for a month or two, they are supposed to be a man then, they learn the secrets.’	bora ground, initiation ground. It is said that it is a large ring, around 25 m in diameter. Possible source of English word ‘bora’. Based on buurr (belts used in ceremony).	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
buurra	initiation ceremony, bora. Fred Reece said that the boras were secret; 'You don’t say what you saw there, I never seen it, but I heard them singing the songs before going away, they go away for a month or two, they are supposed to be a man then, they learn the secrets.’	bora ground, initiation ground. It is said that it is a large ring, around 25 m in diameter. Possible source of English word ‘bora’. Based on buurr (belts used in ceremony).	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhaadhaa	grandfather (mother’s father).	grandson (daughter’s son).	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhaadhaa	grandfather (mother’s father).	grandson (daughter’s son).	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhaadhaa	grandfather (mother’s father).	grandson (daughter’s son).	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhaadharr	bark hut	tin canoe	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhaal	cheek.	jaw, jawbone. Also badhal.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhaal	cheek.	jaw, jawbone. Also badhal.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhaal	cheek.	jaw, jawbone. Also badhal.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhaalan	pronunciation, accent. ♦ Gaay gagil dhaalan. 	tune, intonation.	Yuwaalayaay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
dhaalan	pronunciation, accent. ♦ Gaay gagil dhaalan. 	tune, intonation.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhaalan	pronunciation, accent. ♦ Gaay gagil dhaalan. 	tune, intonation.	Yuwaalayaay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
dhabi-y	be quiet. Fred Reece said: ‘If I was sneaking along (hunting) and you were a kid following me, I’d say “Dhabi-yal”, because the emu might hear you.’ ♦ Dhabi-ya nginda! 	be still. ♦ Waal ngaama-nha dhabi-y-la-nha.	Yuwaalayaay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
dhagaan	brother	cousin 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhalay	tongue	finished!	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhandarr	frost.	ice.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhandarr	frost.	ice.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhandarr	frost.	ice.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhanduwi-y	sleep	lie (down)	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhanduwi-y	sleep	lie (down)	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhanduwi-y	sleep	camp, stop, stay	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhanduwi-y	sleep	camp, stop, stay	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhanduwi-y	sleep	live	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhangga-y	float (self)	swim on surface 	Yuwaalaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
dhanggaal	small waterhole. Occurs in the placenames Dungle and Dungle Ridge, between Collarenebri and Angledool.	lagoon.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhanggaal	small waterhole. Occurs in the placenames Dungle and Dungle Ridge, between Collarenebri and Angledool.	lagoon.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhanggaal	small waterhole. Occurs in the placenames Dungle and Dungle Ridge, between Collarenebri and Angledool.	lagoon.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhani	tree gum	glue	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dharra	thigh, leg	creek 	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dharra	thigh, leg	tree branch 	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhaya-li	ask	beg 	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhaygal	head	head hair	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhaygal	head	head hair	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhaygal	head	head hair	Yuwaalaraay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
dhaymaarr	earth, ground, dirt.	home. Where someone lives, or is from, dhaymaadhi 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhayn	Aboriginal man. ♦ Dhuyu-gu nhama dhayn yii-y.	Aboriginal person. ♦ Waal guwaa-la dhayn-da!	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhayndalmuu	messenger	priest	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhayndalmuu	messenger	counsellor	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
-Dhi1	from. ♦ Giirr nhama dhigayaa bara-nhi dhayn-di.	because of. Indicates the cause or reason for an action, including the source of a fear. ♦ Bamba dhaymaarr ngarra-laa-ya ngandabaa-dhi.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
-Dhi1	from. ♦ Giirr nhama dhigayaa bara-nhi dhayn-di.	circumstance. Includes other unexplained uses. In the following example the ngadhul (hollow) is followed by the circumstantial suffix.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
-Dhi1	from. ♦ Giirr nhama dhigayaa bara-nhi dhayn-di.	circumstance. Includes other unexplained uses. In the following example the ngadhul (hollow) is followed by the circumstantial suffix.	Yuwaalaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
-Dhi1	from. ♦ Giirr nhama dhigayaa bara-nhi dhayn-di.	circumstance. Includes other unexplained uses. In the following example the ngadhul (hollow) is followed by the circumstantial suffix.	Yuwaalaraay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
dhibayuu	Australasian shoveler duck (Anas rhynchotis).	whistling duck. A number of sources have this definition, but this may be an error based on the name ‘whistling duck’ being used for both species.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
dhibayuu	Australasian shoveler duck (Anas rhynchotis).	whistling duck. A number of sources have this definition, but this may be an error based on the name ‘whistling duck’ being used for both species.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
