entry	main	second	language	dictionary	homonym	label
aranwa	Drama, comedia, juguete cómico u otra composición adecuada para el teatro.	Género literario dramático y humorístico. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Literatura
aranwa	Drama, comedia, juguete cómico u otra composición adecuada para el teatro.	Teatro.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Literatura
aranwachiq	NEOL. Director de teatro, de escena.	Maestro de ceremonias.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
arapa	Enrejado.	Cortinaje que cubre algo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Ecuador
arapa	Enrejado.	Enredo. / Celos. / Complejos.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Ecuador
arapakuy	Encaramarse.	Sacrificarse en aras de otra persona (cuando indica un sacrificio íntimo ofrecido por sí propio). (J.L.P.)	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
arariwa	Cuidante o vigilante de las sementeras. 	Pregonero de las decisiones de una comunidad.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
arawa	Patíbulo, horca, picota, araway. v. Ahorcar, colgar.	A-justiciar a un sentenciado.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
Areq	qhepa. s. Hist. y etim. Arequipa. Para algunos significa tras el volcán. Otros sostienen que deriva de ari, qhe-pay!, ¡sí, quedaos!, palabras del Inka Mayta Qhapaq que al regresar al Qosqo, después de las conquistas de Chunpiwillkas y Parinaqochas, contestó a uno de sus generales con esa expresión. Finalmente, algunos creen que proviene de are, sonora y hipa, trompeta; trompeta sonora.	Departamento de Arequipa, en el Perú, con 706,580 habitantes en 1981. Sus provincias son: Arequipa, Camaná, Caravelí, Castilla, Caylloma, Condesuyus, Islay y La Unión.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	Geografía
Areq	qhepa. s. Hist. y etim. Arequipa. Para algunos significa tras el volcán. Otros sostienen que deriva de ari, qhe-pay!, ¡sí, quedaos!, palabras del Inka Mayta Qhapaq que al regresar al Qosqo, después de las conquistas de Chunpiwillkas y Parinaqochas, contestó a uno de sus generales con esa expresión. Finalmente, algunos creen que proviene de are, sonora y hipa, trompeta; trompeta sonora.	Ciudad de Arequipa, capital del departamento del mismo nombre, con una hermo sa campiña y 370,637 habitantes en 1981. Fue fundada por el conquistador Garcí Manuel de Carbajal el 15 de agosto de 1540. En la Emancipación y en la República fue la Ciudad Caudillo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	Geografía
arichasqa	Olla untada con sebo de vaca para ya ser utilizada.	Inaugurada.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
arinsa	Prestación de servicios. Una parte presta el terreno y la otra parte el trabajo.	Siembra en terreno graciosamente prestado, para que el fruto sirva de ayuda.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Agricultura
arinsa	Prestación de servicios. Una parte presta el terreno y la otra parte el trabajo.	Préstamo de terreno.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Agricultura
arinsa	Prestación de servicios. Una parte presta el terreno y la otra parte el trabajo.	Arriendo, alquiler. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Agricultura
arinsa	Prestación de servicios. Una parte presta el terreno y la otra parte el trabajo.	V. CHAKRA WATA.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Agricultura
ariy	Inauguración.	Untar una olla nueva de barro con sebo de vaca y quemarla para que dure.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo
ariy	Inauguración.	V. PARICHIY.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo
arma	Baño. Aseo higiénico del cuerpo.	Baño. / Arado.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Ecuador
armakani	Lugar donde hay pozas para tomar baños.	NEOL. Balneario.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
arpana	Lugar donde se ofrece sacrificios.	Víctima destinada al holocausto.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
arpha	Sombra tenue entre la luz y la obscuridad.	Poca visión. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
arqhepay	Acezar. Lanzar a-cezos repetidos y esforzados.	Debatirse en convulsiones.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
arqhey	Pujar.	Gruñir en señal de desagrado.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
arqhey	Pujar.	Emitir acezo prolongado. Acezar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
arwi	arwi. s. Bot. (Cuscuta grandiflora). Planta herbácea en forma de enredadera.	Enredoso, enmarañado. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
asi	Risa.	Sonrisa.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
asikuy	Reírse.	Sonreírse.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
asikuy	Reírse.	Mofarse.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
asirparikuy	Risotada breve y estrepitosa.	Reír estrepitosa y brevemente.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo
asiy	Reír.	Sonreír.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
asiykachay	Risotadas repetidas.	Dar risotadas repetidas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo
askankuy	Erizarse, ponerse tiesos los pelos.	Erizar, entesar los vellos o cabellos. (J.L.P.) askha. adv. Harto, bastante, mucho, en mayor cantidad. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
askha	kuti. adv. V. KUTIKUTI. askhallaña. adj. V. llasaqllaÑa. askhayachiy. v. Aumentar, acrecentar.	Agregar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	
asnay	Hedor, pestilencia, fetidez.	Apestar, heder, despedir mal olor.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo
asnu	(Equs asinus L.) Burro, asno. Mamífero del género equs y suborden perisodáctila, utilizado como animal de carga.	figdo. Estúpi do, torpe, bruto. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  Zoología | adjetivo
astana	Choza provisional, trasladable, para el cuidado de chacras y animales.	Terreno destinado a la rotación en el pastoreo. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
astanakuy	Costumbre indígena en que el novio lleva a su novia al nuevo hogar o domicilio.	Trasladarse en forma conjunta.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo
aswan	Más bien, más, mejor.	Mucho.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adverbio | adjetivo
aswanchasqa	Extraordinario.	Mucho mejor.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
Ataw	wallpa. s. Mit. Ave totémica al que rendían veneración los inkas.	Ave Fénix.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	
atawchi	Legislador.	Esclarecido, distinguido, notable.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
atawmari	Sacerdote.	Célibe.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
ati	Fatalidad, desgracia.	Posibilidad.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
ati	Fatalidad, desgracia.	Ingente, mucho.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
ati	Fatalidad, desgracia.	Posible, factible. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
atikuy	Factibilidad, posibilidad.	Poder.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo
atimillp'u	Dragón.	Pantano. Ojo de pantano.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
atimillp'u	Dragón.	Infierno. SI-NÓN: supay wasi, ukhu pacha.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
atimillp'u	Dragón.	Infernal, diabólico.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
atimusqa	Botín.	Trofeo, logro, premio.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
atipanakuy	Competencia, disputa, rivalidad.	Porfiarse con otro, altercar, no dejarse vencer. Pe.Aya: japinakuy, 11a-llinakuy. Ec: atigrina.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo
atitaphya	Desgracia, adversidad.	Perversidad.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
atitaphya	Desgracia, adversidad.	Cruel, sádico, inhumano. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
atoq	(Pseudalopey). Zorro. Mamífero cánido, cabeza prolongada, digitígrado, uñas no retráctiles, cinco dedos en patas anteriores y cuatro en posteriores. Color crema anaranjado. Propio de las punas andinas. Se alimenta de roedores y aves.	Astuto, ducho, sabido. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  Zoología | adjetivo
atoq	atoq. s. Zool. (Brachitosternus andinus Ch., Hadruroides lunatus). Alacrán. Ordenes, familias y especies numerosas. 	V. PACHAKCHAKI.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	
atoq	atoq. s. Zool. (Brachitosternus andinus Ch., Hadruroides lunatus). Alacrán. Ordenes, familias y especies numerosas. 	V. RAQ'A KURU.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	
atoqrayay	Sabido, ducho.	figdo. Atisbar con astucia, o-brar con astucia. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo |  verbo
awapay	ttj. Bordar. Hacer dibujos artísticos sobre un tejido, con hilos de color.	Retejer.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
awki	En la mitología inkaica y la actual andina, man o espíritu protector, personaje mítico que habita en las altas cumbres, ser protector encamado en los montes, el alma de los cerros elevados. Generalmente se usa en plural: awkikuna, es píritus protectores. 	Príncipe, hijo del Inka.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Mitología
awki	En la mitología inkaica y la actual andina, man o espíritu protector, personaje mítico que habita en las altas cumbres, ser protector encamado en los montes, el alma de los cerros elevados. Generalmente se usa en plural: awkikuna, es píritus protectores. 	Abuelo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Mitología
awqa	Enemigo, contrario, rival, adversario. 	auka (guerrero, salvaje, rebelde, sedicioso).	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Ecuador
awqalli	Instructor militar.	Soldado, guerrero. awqallikuy. v. V. awqanakuy.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
awqawasi	Cárcel.	Campo de concentración de prisioneros.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
awqayay	Convertirse en enemigo.	Volverse malo. Ec: awkaya.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
Ayak'uchu	(Etim. Rincón de muertos: o aya kuchuq, el que corta cadáver o hace autopsia). Ayacucho. Departamento del Perú creado por el Libertador Simón Bolívar Palacios el 15 de febrero de 1825, con 503,932 habitantes en 1981	Distrito del estado de Táchira, Venezuela.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Geografía
Ayak'uchu	(Etim. Rincón de muertos: o aya kuchuq, el que corta cadáver o hace autopsia). Ayacucho. Departamento del Perú creado por el Libertador Simón Bolívar Palacios el 15 de febrero de 1825, con 503,932 habitantes en 1981	Departamento de la provincia de San Luis, Argentina.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Geografía
Ayamarka	Grupo étnico preinka que ocupaba la región del Qosqo. Su área y lugar de ocupación fue Anta, Niaras y Ollantaytambo. Era un curacazgo, cuyo curaca o jefe fue Tokay Qhapaq. Al arribo de los qheswas inkas fue conquistado y sometido. Subsistieron sólo como ayllu.	Comunidad campesina denominada Ayamarka y Pumamarka en el distrito de San Sebastián, Qosqo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Etnohistoria | Geografía
ayamarka	Panteón, cementerio. 	Mes de noviembre en el calendario inka.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | calendario
ayaq	Juez de campo.	Alcalde. / Chacarero. / Pregonero.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Ecuador
ayara	Tipo silvestre de una especie cultivada, en especial de la quinua. (O.B. y M.B.) 	(Chenapo-dium apuLforme S). Planta quenopodiácea o quinua de granos menudos y negros. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Agricultura | Botánica
Ayarmaka	Comunidad en la provincia de Calca, Qosqo. Perú.	Fiestas necrológicas inkaicas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Geografía | Historia
ayawantuy	Entierro; acción de enterrar un cadáver.	Trasladar el cadáver; enterrar el cadáver.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo
aycha	Carne.	Parte carnosa de alguna fruta. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
aycha	Carne.	figdo. Se dice a las mujeres gordas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
aychamachakuy	Carnosidad.	Crecer carnaza en los ojos.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo
aykura	Espino protector de los cercos.	Arma utilizada por los luchadores.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
ayllu	Socio!. Parentela.	Organización social andina del inkanato. Constituyó la célula fundamental, formada por el conjunto de descendientes de un antepasado común. Se remonta a más de 3,000 años. En la actualidad subsiste como organización social básica de las comunidades campesinas del Perú, Bolivia, Ecuador y Chile.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
ayllu	Socio!. Parentela.	Familia extensa, linaje, casta, con vínculo sanguíneo, con deberes y obligaciones comunes.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
ayllu	Socio!. Parentela.	Demarcación territorial para usufructo general y por igual para todos. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
ayma	Hijo bastardo o espúreo; friera de matrimonio. 	Procesión. Paseo religioso o cívico.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
aymuray	Mes de abril en el calendario inka.	Cosecha.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | calendario | Agricultura
aymuray	Mes de abril en el calendario inka.	Entrojar productos, principalmente el maíz, que se realiza al compás de canciones grupales. Es una de las cuatro ceremonias agrícolas principales que supervive en la actualidad.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | calendario | Agricultura
aynay	Floración.	Florecer, florear.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo
ayni	Retomo.	Recompensa, préstamo, mutualidad, correspondencia, retribución, intercambio de acciones o actividades.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Antropología
ayni	Retomo.	Formas de reciprocidad económica, cultural, moral que funcionan con mecanismos jurídicos propios a niveles de personas y familias nucleares, dentro del contexto del ayllu o la comunidad campesina andina, extendiéndose a las periferias de los centros urbanos en el Perú, Bolivia, Ecuador y Chile.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Antropología
ayniy	Retomar, recompensar.	Prestar servicio para ser recompensado.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
aypay	Alcanzar empinándose.	Alcanzar, conseguir, obtener, lograr. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
aysa	Jalón, tirón.	Trabajo de chacra con varios participantes.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Agricultura
aysachiy	Hacer jalar.	Hacer aporcar el maíz u otros cultivos con varios colaboradores. (O.B. y M.B.)	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | Agricultura
aysana	Asa.	Lugar para jalar, tirar o arrastrar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
aysana	Asa.	Susceptible de ser jalado, tirado o arrastrado. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
ayti	Enjuague.	Relave. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
aytiy	Enjuagar.	Relavar, volver a lavar. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ayunakuy	Mutuo adulterio.	v.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
ayusqa	Violado.	Repudiado.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
ayuy	Adulterar.	Violar. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
cha	Sin acentuar: partícula añadida para formar los diminutivos. Según el sentido de la frase puede tener significación despectiva. 	Acentuada y pospuesta: da significación dubitativa: quizá, tal vez, acaso, puede ser, creo que es, etc. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	Gramática
chachi	Severidad, rigurosidad.	Severo, estricto, rígido, de carácter fuerte.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
chaka	Puente para atravesar el tío.	Dintel de las puertas y ventanas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Anatomía
